vid,sim_time,cbr_global,n_neighbors,v_norm,dt_since_last_cam,cbr_smoothed,action_idx,T_GenCam_chosen,p_tx_chosen,cost,alpha,beta,gamma
F0_1.0,30.0,1.0,0.26,0.356107,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F0_11.0,30.0,1.0,0.26,0.529473,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F0_12.0,30.0,1.0,0.24,0.128919,0.0,0.6687,0,0.1,0.0,0.170363,0.3,0.6,0.1
F0_13.0,30.0,1.0,0.26,0.504642,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F0_14.0,30.0,1.0,0.22,0.493683,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F0_14.1,30.0,1.0,0.26,0.45887,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F0_14.2,30.0,1.0,0.26,0.508776,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F0_18.0,30.0,1.0,0.26,0.507268,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F0_19.0,30.0,1.0,0.24,0.119891,0.0,0.66867,1,0.1,15.0,0.173426,0.3,0.6,0.1
F0_3.0,30.0,1.0,0.26,0.503246,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F0_4.0,30.0,1.0,0.26,0.496963,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F0_5.0,30.0,1.0,0.26,0.42847,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F0_7.0,30.0,1.0,0.26,0.469221,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F0_8.0,30.0,1.0,0.26,0.453939,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F10_0.0,30.0,1.0,0.28,0.49934,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F10_1.0,30.0,1.0,0.28,0.492802,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F10_14.0,30.0,1.0,0.28,0.451932,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F10_15.0,30.0,1.0,0.26,0.341221,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F10_16.0,30.0,1.0,0.28,0.449045,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F10_17.0,30.0,1.0,0.28,0.48189,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F10_17.1,30.0,1.0,0.26,0.541032,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F10_17.2,30.0,1.0,0.24,0.039339,0.0,0.658117,5,0.3,30.0,0.32,0.3,0.6,0.1
F10_19.0,30.0,1.0,0.26,0.574222,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F10_2.0,30.0,1.0,0.28,0.473514,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F10_7.0,30.0,1.0,0.26,0.581815,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F10_8.0,30.0,1.0,0.28,0.474236,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F10_8.1,30.0,1.0,0.26,0.258329,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F10_9.0,30.0,1.0,0.18,0.592128,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F10_9.1,30.0,1.0,0.28,0.505807,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F11_0.0,30.0,1.0,0.14,0.342808,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F11_12.0,30.0,1.0,0.14,0.136996,0.0,0.668708,0,0.1,0.0,0.170363,0.3,0.6,0.1
F11_13.0,30.0,1.0,0.14,0.39916,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F11_14.0,30.0,1.0,0.14,0.318039,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F11_15.0,30.0,1.0,0.14,0.420352,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F11_17.0,30.0,1.0,0.14,0.310054,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F11_17.1,30.0,1.0,0.14,0.064508,0.0,0.666104,4,0.3,15.0,0.223162,0.3,0.6,0.1
F11_5.0,30.0,1.0,0.14,0.291917,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F12_1.0,30.0,1.0,0.06,0.300401,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F12_14.0,30.0,1.0,0.06,0.428974,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F12_15.0,30.0,1.0,0.06,0.432169,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F12_16.0,30.0,1.0,0.06,0.417912,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F13_14.0,30.0,1.0,0.28,0.437258,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F13_15.0,30.0,1.0,0.28,0.451171,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F13_17.0,30.0,1.0,0.22,0.575223,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F13_17.1,30.0,1.0,0.24,0.325533,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F13_17.2,30.0,1.0,0.24,0.122439,0.0,0.6687,3,0.3,0.0,0.2201,0.3,0.6,0.1
F13_18.0,30.0,1.0,0.28,0.511121,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F13_18.1,30.0,1.0,0.24,0.339365,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F13_19.0,30.0,1.0,0.28,0.553791,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F13_19.1,30.0,1.0,0.28,0.376715,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F13_19.2,30.0,1.0,0.26,0.463093,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F13_3.0,30.0,1.0,0.28,0.481258,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F13_3.1,30.0,1.0,0.28,0.481226,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F13_4.0,30.0,1.0,0.2,0.547606,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F13_9.0,30.0,1.0,0.28,0.592642,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F13_9.1,30.0,1.0,0.28,0.501629,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F14_10.0,30.0,1.0,0.14,0.361429,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F14_12.0,30.0,1.0,0.14,0.353476,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F14_12.1,30.0,1.0,0.14,0.367283,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F14_18.0,30.0,1.0,0.14,0.383428,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F14_18.1,30.0,1.0,0.14,0.339446,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F14_2.0,30.0,1.0,0.14,0.30019,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F14_2.1,30.0,1.0,0.14,0.321277,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F14_4.0,30.0,1.0,0.14,0.413295,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F15_0.0,30.0,1.0,0.18,0.473488,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F15_11.0,30.0,1.0,0.18,0.465124,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F15_11.1,30.0,1.0,0.16,0.010009,0.1,0.501867,0,0.1,0.0,0.3001,0.3,0.6,0.1
F15_13.0,30.0,1.0,0.16,0.24638,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F15_14.0,30.0,1.0,0.18,0.646819,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F15_17.0,30.0,1.0,0.18,0.539081,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F15_2.0,30.0,1.0,0.18,0.564897,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F15_5.0,30.0,1.0,0.18,0.495672,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F15_7.0,30.0,1.0,0.14,0.568758,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F15_8.0,30.0,1.0,0.18,0.612776,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F16_1.0,30.0,1.0,0.12,0.500516,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F16_13.0,30.0,1.0,0.1,0.237272,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F16_13.1,30.0,1.0,0.1,0.129219,0.0,0.668701,0,0.1,0.0,0.3001,0.3,0.6,0.1
F16_15.0,30.0,1.0,0.12,0.392124,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F16_15.1,30.0,1.0,0.12,0.459071,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F16_17.0,30.0,1.0,0.12,0.453407,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F16_19.0,30.0,1.0,0.08,0.51189,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F17_11.0,30.0,1.0,0.18,0.563536,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F17_11.1,30.0,1.0,0.2,0.54895,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F17_12.0,30.0,1.0,0.2,0.557061,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F17_12.1,30.0,1.0,0.16,0.206166,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F17_13.0,30.0,1.0,0.2,0.555058,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F17_15.0,30.0,1.0,0.2,0.572118,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F17_16.0,30.0,1.0,0.2,0.444055,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F17_19.0,30.0,1.0,0.2,0.527391,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F17_2.0,30.0,1.0,0.2,0.543677,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F17_7.0,30.0,1.0,0.16,0.649578,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F17_9.0,30.0,1.0,0.18,0.401955,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F18_1.0,30.0,1.0,0.12,0.435657,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F18_1.1,30.0,1.0,0.12,0.180295,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F18_10.0,30.0,1.0,0.12,0.448691,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F18_12.0,30.0,1.0,0.12,0.491484,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F18_2.0,30.0,1.0,0.12,0.396467,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F18_4.0,30.0,1.0,0.12,0.35935,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F18_6.0,30.0,1.0,0.12,0.388443,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F19_12.0,30.0,1.0,0.14,0.453121,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F19_18.0,30.0,1.0,0.14,0.419084,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F19_18.1,30.0,1.0,0.14,0.365514,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F19_18.2,30.0,1.0,0.14,0.345237,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F19_18.3,30.0,1.0,0.14,0.136123,0.0,0.668708,5,0.3,30.0,0.32,0.3,0.6,0.1
F19_4.0,30.0,1.0,0.14,0.370245,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F19_5.0,30.0,1.0,0.14,0.338723,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F19_5.1,30.0,1.0,0.14,0.351042,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F1_10.0,30.0,1.0,0.12,0.190086,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F1_14.0,30.0,1.0,0.1,0.605937,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F1_15.0,30.0,1.0,0.16,0.478777,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F1_18.0,30.0,1.0,0.16,0.488518,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F1_2.0,30.0,1.0,0.14,0.403267,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F1_3.0,30.0,1.0,0.14,0.526672,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F1_9.0,30.0,1.0,0.14,0.492207,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F1_9.1,30.0,1.0,0.16,0.545214,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F1_9.2,30.0,1.0,0.16,0.566867,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F2_0.0,30.0,1.0,0.14,0.516035,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F2_1.0,30.0,1.0,0.14,0.412753,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F2_12.0,30.0,1.0,0.14,0.426028,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F2_15.0,30.0,1.0,0.12,0.533646,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F2_17.0,30.0,1.0,0.14,0.514664,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F2_19.0,30.0,1.0,0.14,0.421975,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F2_5.0,30.0,1.0,0.14,0.37378,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F2_5.1,30.0,1.0,0.12,0.050104,0.0,0.658233,3,0.3,0.0,0.2201,0.3,0.6,0.1
F3_4.0,30.0,1.0,0.04,0.423882,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F3_5.0,30.0,1.0,0.04,0.343911,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F3_9.0,30.0,1.0,0.04,0.400445,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F4_0.0,30.0,1.0,0.1,0.311312,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F4_10.0,30.0,1.0,0.1,0.388483,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F4_11.0,30.0,1.0,0.1,0.332502,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F4_12.0,30.0,1.0,0.1,0.305694,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F4_18.0,30.0,1.0,0.1,0.112376,0.0,0.668669,5,0.3,30.0,0.32,0.3,0.6,0.1
F4_7.0,30.0,1.0,0.1,0.373364,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F5_10.0,30.0,1.0,0.14,0.367722,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F5_11.0,30.0,1.0,0.14,0.450946,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F5_14.0,30.0,1.0,0.14,0.45347,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F5_15.0,30.0,1.0,0.14,0.402288,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F5_17.0,30.0,1.0,0.14,0.456738,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F5_2.0,30.0,1.0,0.14,0.45461,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F5_4.0,30.0,1.0,0.14,0.37329,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F5_6.0,30.0,1.0,0.14,0.340934,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F6_1.0,30.0,1.0,0.08,0.285238,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F6_11.0,30.0,1.0,0.08,0.067787,0.0,0.666104,0,0.1,0.0,0.170363,0.3,0.6,0.1
F6_13.0,30.0,1.0,0.08,0.266785,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F6_18.0,30.0,1.0,0.08,0.413777,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F6_8.0,30.0,1.0,0.08,0.54451,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F7_0.0,30.0,1.0,0.24,0.342068,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F7_1.0,30.0,1.0,0.24,0.371123,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F7_10.0,30.0,1.0,0.24,0.396815,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F7_10.1,30.0,1.0,0.24,0.401647,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F7_11.0,30.0,1.0,0.24,0.425821,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F7_11.1,30.0,1.0,0.24,0.342039,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F7_13.0,30.0,1.0,0.24,0.324336,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F7_14.0,30.0,1.0,0.24,0.375635,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F7_15.0,30.0,1.0,0.24,0.159961,0.0,0.66871,0,0.1,0.0,0.170363,0.3,0.6,0.1
F7_18.0,30.0,1.0,0.24,0.350508,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F7_8.0,30.0,1.0,0.24,0.416678,0.0,0.668711,1,0.1,15.0,0.306241,0.3,0.6,0.1
F7_8.1,30.0,1.0,0.24,0.345717,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F7_9.0,30.0,1.0,0.24,0.395434,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F8_13.0,30.0,1.0,0.12,0.469613,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F8_14.0,30.0,1.0,0.12,0.403821,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F8_14.1,30.0,1.0,0.12,0.509463,0.0,0.668711,0,0.1,0.0,0.3001,0.3,0.6,0.1
F8_16.0,30.0,1.0,0.12,0.493499,0.0,0.668711,1,0.1,15.0,0.173426,0.3,0.6,0.1
F8_16.1,30.0,1.0,0.12,0.526795,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F8_16.2,30.0,1.0,0.12,0.094282,0.0,0.668547,4,0.3,15.0,0.223162,0.3,0.6,0.1
F8_19.0,30.0,1.0,0.12,0.434404,0.0,0.668711,0,0.1,0.0,0.170363,0.3,0.6,0.1
F9_0.0,30.0,1.0,0.14,0.413165,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F9_11.0,30.0,1.0,0.14,0.461736,0.0,0.668711,3,0.3,0.0,0.2201,0.3,0.6,0.1
F9_16.0,30.0,1.0,0.14,0.394358,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F9_18.0,30.0,1.0,0.14,0.15895,0.0,0.66871,4,0.3,15.0,0.223162,0.3,0.6,0.1
F9_4.0,30.0,1.0,0.14,0.433721,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F9_5.0,30.0,1.0,0.14,0.430669,0.0,0.668711,5,0.3,30.0,0.32,0.3,0.6,0.1
F9_7.0,30.0,1.0,0.14,0.359252,0.0,0.668711,4,0.3,15.0,0.223162,0.3,0.6,0.1
F9_8.0,30.0,1.0,0.14,0.229881,0.0,0.668711,1,0.1,15.0,0.303162,0.3,0.6,0.1
F0_1.0,30.1,0.0,0.26,0.364051,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_11.0,30.1,0.0,0.26,0.532504,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_12.0,30.1,0.0,0.24,0.136332,0.1,0.33435,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_13.0,30.1,0.0,0.26,0.503282,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_14.0,30.1,0.0,0.22,0.491622,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_14.1,30.1,0.0,0.26,0.461927,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_14.2,30.1,0.0,0.26,0.506419,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_18.0,30.1,0.0,0.26,0.512018,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_19.0,30.1,0.0,0.24,0.127151,0.1,0.334335,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_3.0,30.1,0.0,0.26,0.502283,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_4.0,30.1,0.0,0.26,0.492395,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_5.0,30.1,0.0,0.26,0.433333,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_7.0,30.1,0.0,0.26,0.47398,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F0_8.0,30.1,0.0,0.26,0.452716,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_0.0,30.1,0.0,0.28,0.497715,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_1.0,30.1,0.0,0.28,0.494794,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_14.0,30.1,0.0,0.28,0.451102,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_15.0,30.1,0.0,0.26,0.351205,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_16.0,30.1,0.0,0.28,0.449583,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_17.0,30.1,0.0,0.28,0.482304,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_17.1,30.1,0.0,0.26,0.541409,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_17.2,30.1,0.0,0.24,0.047636,0.1,0.329058,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_19.0,30.1,0.0,0.26,0.57505,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_2.0,30.1,0.0,0.28,0.474123,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_7.0,30.1,0.0,0.26,0.585005,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_8.0,30.1,0.0,0.28,0.473958,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_8.1,30.1,0.0,0.26,0.263675,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_9.0,30.1,0.0,0.18,0.590007,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F10_9.1,30.1,0.0,0.28,0.504411,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_0.0,30.1,0.0,0.14,0.338177,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_12.0,30.1,0.0,0.14,0.14694,0.1,0.334354,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_13.0,30.1,0.0,0.14,0.399681,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_14.0,30.1,0.0,0.14,0.324453,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_15.0,30.1,0.0,0.14,0.421787,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_17.0,30.1,0.0,0.14,0.308086,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_17.1,30.1,0.0,0.14,0.074433,0.1,0.333052,0,0.1,0.0,0.3601,0.3,0.6,0.1
F11_5.0,30.1,0.0,0.14,0.291981,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F12_1.0,30.1,0.0,0.06,0.308947,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F12_14.0,30.1,0.0,0.06,0.428729,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F12_15.0,30.1,0.0,0.06,0.432769,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F12_16.0,30.1,0.0,0.06,0.41717,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_14.0,30.1,0.0,0.28,0.431798,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_15.0,30.1,0.0,0.28,0.448403,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_17.0,30.1,0.0,0.22,0.571847,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_17.1,30.1,0.0,0.24,0.334214,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_17.2,30.1,0.0,0.24,0.130113,0.1,0.33435,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_18.0,30.1,0.0,0.28,0.510854,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_18.1,30.1,0.0,0.24,0.347599,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_19.0,30.1,0.0,0.28,0.554237,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_19.1,30.1,0.0,0.28,0.376763,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_19.2,30.1,0.0,0.26,0.462451,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_3.0,30.1,0.0,0.28,0.485111,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_3.1,30.1,0.0,0.28,0.481685,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_4.0,30.1,0.0,0.2,0.550031,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_9.0,30.1,0.0,0.28,0.588604,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F13_9.1,30.1,0.0,0.28,0.503295,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F14_10.0,30.1,0.0,0.14,0.360426,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
F14_12.0,30.1,0.0,0.14,0.352266,0.1,0.334355,0,0.1,0.0,0.3601,0.3,0.6,0.1
